level,group,year,path,url,original_url,status,bytes,sha256,error
PHD,CE,1391,PHD/CE/1391/2355-PHD91-[www.konkur.in].pdf,https://dl.konkur.in/PHD/91/2355-PHD91-[www.konkur.in].rar,,ok,1329336,2b7bdaf1c1d5159f9755c47485686726f27be0f9f6877be54e065f7d43304a7c,
PHD,CE,1391,PHD/CE/1391/2356-PHD91-[www.konkur.in].pdf,https://dl.konkur.in/PHD/91/2356-PHD91-[www.konkur.in].rar,,ok,1101103,d1a8355605971fda5da07626af9a98d7fa1495c6b326a4564cb928161b47f207,
PHD,CE,1391,PHD/CE/1391/2357-PHD91-[www.konkur.in].pdf,https://dl.konkur.in/PHD/91/2357-PHD91-[www.konkur.in].rar,,ok,1124074,069c59da45d1f30901aaad57a6d3f47a1e6126181fe9432812d313e7ee9d1502,
PHD,CE,1391,PHD/CE/1391/2358-PHD91-[www.konkur.in].pdf,https://dl.konkur.in/PHD/91/2358-PHD91-[www.konkur.in].rar,,ok,1095243,fbb9b66bcd269e6a82c6daa3891ffe2379e22ded6d5cbcfaee749066710a9ffe,
PHD,CE,1392,PHD/CE/1392/2354-PHD92-[www.konkur.in].pdf,https://dl.konkur.in/PHD/92PHD/2354-PHD92-[www.konkur.in].rar,,ok,894244,2cde20bbacc4c8a53003bb49e1856ae7ce951453d1849d830eef77ffce7671e1,
PHD,CE,1392,PHD/CE/1392/2355-PHD92-[www.konkur.in].pdf,https://dl.konkur.in/PHD/92PHD/2355-PHD92-[www.konkur.in].rar,,ok,1444119,50cc6b23d6ed511efeb960a71308e2bd42e451d0457b9266af2b6a6f19fc9930,
PHD,CE,1392,PHD/CE/1392/2356-PHD92-[www.konkur.in].pdf,https://dl.konkur.in/PHD/92PHD/2356-PHD92-[www.konkur.in].rar,,ok,1108197,0842cd3b66681c0adbf30d6dae9f7d1d4b3f6ad18739aef321faea90e2fbd57f,
PHD,CE,1392,PHD/CE/1392/2357-PHD92-[www.konkur.in].pdf,https://dl.konkur.in/PHD/92PHD/2357-PHD92-[www.konkur.in].rar,,ok,931374,d0d2a762c6ec6700d135941afafcbc4d01c2c56bee7be9dd5f18c2daa7c64113,
PHD,CE,1392,PHD/CE/1392/2358-PHD92-[www.konkur.in].pdf,https://dl.konkur.in/PHD/92PHD/2358-PHD92-[www.konkur.in].rar,,ok,1324572,30457567ccb0f83b45aac5c2531b0e4519f91b5520b27a0a9eb861707a1e1640,
PHD,CE,1393,PHD/CE/1393/2354-PHD93-[www.konkur.in].pdf,https://dl.konkur.in/PHD/93/2354-PHD93-%5Bwww.konkur.in%5D.rar,,ok,881404,f0200dce9093636641f9f1db3a0151c5f63d66e1372787e499b5b765c610b34d,
